#of artifacts,artifact trend,perf. as reviewer,avg. quality of reviewer ,author's cummulated quality,duration(days),complexity,consistency in load,consistency in quality,total defects count
2,-1,22.5,1613,0.005944931,12.5,5,0.090909091,0.257309942,24
1,-2,0,1143,0.003407747,8,2.5,0.045454545,0.448979592,11
3,1,6.5,1523.666667,0.005597664,5.333333333,7.5,0.136363636,0.273291925,11
1,0,31.5,1197,0.013172529,2,2.5,0.045454545,0.116094987,10
1,-1,17.5,1613,0.000173889,10,2.5,0.045454545,8.8,21
2,1,50,1613,0.005041725,6,5,0.090909091,0.303448276,22
7,3,0,172.1428571,0,10.28571429,0,0.2,35,0
1,0,40,1431,0,9,0,0.028571429,35,0
6,4,0,1333.333333,0,12,0,0.171428571,35,0
1,-1,94,145,0,13,0,0.028571429,35,0
2,1,55,145,0,16.5,0,0.057142857,35,0
1,1,0,157,0,27,0,0.028571429,35,0
1,0,0,44,0,23,0,0.028571429,35,0
1,0,0,44,0,20,0,0.028571429,35,0
1,0,0,44,0,18,0,0.028571429,35,0
1,0,0,44,0,6,0,0.028571429,35,0
1,0,0,157,0,12,0,0.028571429,35,0
2,1,0,1431,0,19.5,0,0.057142857,35,0
2,1,0,44,0,32,0,0.057142857,35,0
1,0,0,1431,0,21,0,0.028571429,35,0
1,-1,0,44,0,38,0,0.028571429,35,0
1,-6,0,145,0,10,0,0.028571429,35,0
1,0,0,44,0,16,0,0.028571429,35,0
4,-2,0,963,0,11.25,0,0.114285714,35,0
1,-2,0,734,0.009965743,5,0,0.166666667,0.1875,2
3,2,0,1908,0.009968847,12.33333333,0,0.5,0.1875,32
1,0,0,1908,0,16,0,0.166666667,6,18
1,1,0,509,0,37,0,0.166666667,6,0
4,3,51.5,1820.75,0.007995815,13.5,9,0.121212121,0.61682243,38
2,0,38.5,1434.5,0.013220795,22.5,3.5,0.060606061,0.372881356,8
1,-1,3,1852,0.003736921,17,2.5,0.03030303,1.32,16
2,2,2.5,1727,0,12,2.5,0.060606061,33,2
2,-1,13.5,1420,0.003737479,3.5,1.5,0.060606061,1.32,1
3,0,7,1310.333333,0.0004489,6,4.5,0.090909091,11,6
3,1,12,1522.333333,0.00291567,2,6.5,0.090909091,1.692307692,5
2,-1,6.5,1573.5,0.002916106,2.5,4,0.060606061,1.692307692,0
1,-2,37,1727,0.000448833,8,1.5,0.03030303,11,2
1,-3,0,1420,0.012253437,6,1.5,0.03030303,0.402439024,4
1,0,0,1405,0.013814217,11,2.5,0.03030303,0.356756757,8
3,2,82,1624.666667,0.001346096,7.666666667,5.5,0.090909091,3.666666667,8
1,0,24,1420,0.015604002,13,2.5,0.03030303,0.315789474,13
3,1,6,1250.666667,0,8,4.5,0.090909091,33,13
2,1,0,1434.5,0.012998655,10.5,2.5,0.060606061,0.379310345,3
1,0,24.5,1727,0.000897532,3,2.5,0.03030303,5.5,2
1,-1,19.5,1420,0.013666916,6,2.5,0.03030303,0.360655738,1
8,7,0,1685.25,0.003703239,16.625,8,0.070175439,3.86440678,9
2,0,0,1361,0.003579952,1,2,0.01754386,4,0
2,-3,0,1586,0.000753769,0.5,2,0.01754386,19,20
5,-2,0,815,0.000753864,2.4,5,0.043859649,19,0
7,-1,3,1008.428571,0.000753958,3.285714286,7,0.061403509,19,0
11,1,0,1420.909091,0,6.090909091,11,0.096491228,114,25
8,4,10,872.5,0.000754053,0.75,9.5,0.070175439,19,6
4,-10,0,1338,0.000565611,2.5,7,0.035087719,25.33333333,3
14,11,0,627.5714286,0.000565682,0.285714286,14,0.122807018,25.33333333,1
10,10,0,1665.6,0,3.4,11.5,0.087719298,114,5
4,-5,0,803,0,4.5,4,0.035087719,114,11
1,0,0,1696,0.003703704,1,1,0.00877193,3.86440678,0
9,-4,0,918.7777778,0,3,9,0.078947368,114,10
2,0,0,413,0.003579503,1,2,0.01754386,4,0
3,-1,0,969.3333333,0.000565753,5,3,0.026315789,25.33333333,0
10,8,0,804.1,0.003579053,10.5,10,0.087719298,4,9
13,2,0,1374.692308,0,4.153846154,13,0.114035088,114,37
1,-9,0,1811,0.003704169,0,1,0.00877193,3.86440678,0
1,1,0,1323,0,61,0,0.125,8,4
1,0,0,1323,0.002112081,42,0,0.125,1.066666667,10
1,0,0,667,0.008865747,21,0,0.125,0.253968254,11
1,0,0,646,0.007460586,136,0,0.125,0.301886792,2
4,3,0,1492,0.012943163,7.25,0,0.5,0.173913043,29
7,-2,0,1279.857143,0.003543814,4.571428571,7.5,0.067961165,3.121212121,3
4,-3,11,1107.5,0.003546099,7.25,6,0.038834951,3.121212121,1
3,0,0,1696,0.003544576,1,3,0.029126214,3.121212121,0
7,2,0,1069,0.00354648,4.142857143,10.5,0.067961165,3.121212121,2
5,-18,1.5,1173.8,0.003546862,6.6,7.5,0.048543689,3.121212121,7
4,4,2,1657.5,0,13,4,0.038834951,103,4
23,19,10,1000.347826,0.003386005,21.30434783,36.5,0.223300971,3.26984127,20
2,-1,4,972,0.001452081,1.5,2,0.019417476,7.62962963,5
4,3,0,1008,0.003386369,8,6,0.038834951,3.26984127,1
1,0,0,1370,0.002419095,43,1.5,0.009708738,4.577777778,6
3,2,5,1099.666667,0.000968158,5.666666667,5.5,0.029126214,11.44444444,11
6,4,17,1155.833333,0.001774575,109,8.5,0.058252427,6.242424242,23
11,5,0,610.2727273,0.003545337,3.181818182,16.5,0.106796117,3.121212121,0
9,6,0,1307.444444,0.003544195,9,9,0.087378641,3.121212121,6
3,-3,0,1514,0.002419615,0,0,0.029126214,4.577777778,0
6,2,0,1226.833333,0.003545718,5.166666667,9,0.058252427,3.121212121,0
1,-2,0,471,0.002419355,3,1.5,0.009708738,4.577777778,0
1,-3,0,1915,0,8,1.5,0.009708738,103,6
3,-8,6.5,1237,0.003544956,6,3,0.029126214,3.121212121,1
4,4,0,1448.75,0,10.5,4,0.093023256,43,26
2,-4,0,1757,0.063926941,4,2,0.046511628,0.511904762,10
6,1,8,1738.166667,0.057501904,3.666666667,6,0.139534884,0.569536424,7
6,4,1.5,1663.333333,0.039403213,9.166666667,6,0.139534884,0.834951456,3
1,-5,2,1740,0.039373089,2,1,0.023255814,0.834951456,2
6,-3,1,1793.666667,0.052631579,6.833333333,6,0.139534884,0.623188406,22
9,7,1,1751.555556,0.041221374,6.555555556,9,0.209302326,0.796296296,29
5,-1,13.5,1643.4,0.057545732,4.8,5,0.11627907,0.569536424,13
2,-2,0,1818,0.016462481,7,2,0.046511628,2,17
2,1,1,1781,0.041252865,5,2,0.046511628,0.796296296,9
1,0,1.5,1149,0.004403398,6,1.5,0.076923077,0.230088496,2
2,2,25,1099,0,5,3,0.153846154,13,8
1,-2,0,1175,0.001481481,1,1.5,0.076923077,0.684210526,4
3,2,21,1347,0.001364629,7.333333333,4.5,0.230769231,0.742857143,4
1,0,0,1149,0.002416589,7,1.5,0.076923077,0.419354839,2
1,0,0,1149,0.002611271,1,1.5,0.076923077,0.388059701,2
1,0,0,1292,0.002299836,0,1.5,0.076923077,0.440677966,1
1,0,0,1289,0.002105099,3,1.5,0.076923077,0.481481481,1
1,-1,10.5,1099,0.000857834,13,1.5,0.076923077,1.181818182,4
1,0,0,1879,0.002844895,6,1.5,0.076923077,0.356164384,15
1,-8,7.5,782,0.008805778,2,1.5,0.010638298,1.056179775,0
3,-1,19,1710.333333,0.008165083,10,4.5,0.031914894,1.139393939,8
8,5,0,1719.125,0.006732673,4.125,15.5,0.085106383,1.382352941,11
3,-5,0,1558.333333,0.00673334,3.333333333,5.5,0.031914894,1.382352941,7
1,-4,0,1551,0.002724931,23,1.5,0.010638298,3.418181818,2
8,4,0,1629.875,0.006585462,16,13,0.085106383,1.413533835,14
4,-3,0,1723.5,0.005496682,16.5,6,0.042553191,1.693693694,24
7,6,0,1551.428571,0.00510103,17.71428571,13.5,0.074468085,1.825242718,34
5,3,0,1821.4,0.00163512,18.4,7.5,0.053191489,5.696969697,38
12,11,0,1644.166667,0.002972357,11,18,0.127659574,3.133333333,36
2,-6,0,1597,0.006979507,16.5,3,0.021276596,1.333333333,4
9,1,12,875.3333333,0.00880665,2.666666667,13.5,0.095744681,1.056179775,0
3,1,4,1525.333333,0.007374777,20,4.5,0.031914894,1.261744966,6
1,-7,0,1309,0.004507182,8,2.5,0.010638298,2.065934066,6
5,4,27.5,1028,0.008804907,14.8,7.5,0.053191489,1.056179775,13
2,2,0,1693,0,13,3,0.021276596,94,11
4,1,21.5,1478.25,0.00791844,13,6,0.042553191,1.175,18
8,-4,0,1545.625,0.00361601,7.625,12.5,0.085106383,2.575342466,20
8,5,30,998.875,0.008807521,3.5,12,0.085106383,1.056179775,7
1,0,0,1948,0.043032787,15,1.5,0.015625,1.523809524,0
3,-5,0,1235,0.009249743,1,5.5,0.046875,7.111111111,1
8,2,3.5,1159.75,0.009259259,3.875,12,0.125,7.111111111,5
6,-3,0,1519.833333,0.007723996,0.666666667,9,0.09375,8.533333333,19
5,5,1.5,819.2,0,1.8,7.5,0.078125,64,37
9,3,0,1292.888889,0.007731959,4.111111111,13.5,0.140625,8.533333333,0
6,0,8,1438.166667,0.007739938,4.666666667,11,0.09375,8.533333333,12
6,-11,11,1335,0.005165289,15.5,9,0.09375,12.8,10
2,-1,0,1010.5,0.010780287,0,5,0.03125,6.095238095,0
17,12,69.5,1285.588235,0,17.17647059,25.5,0.265625,64,53
1,-1,0,1892,0.010769231,8,1.5,0.015625,6.095238095,15
1,1,0,1752,0,9,1.5,1,1,8
4,-3,0,1939,0.054710867,14.25,6,0.047058824,0.387243736,23
5,-2,56.5,1805.4,0.039085914,6.4,7.5,0.058823529,0.54313099,33
6,-1,0,1297.833333,0.050760788,6.5,9,0.070588235,0.417690418,31
7,2,51,1876.714286,0.038471147,5.142857143,10.5,0.082352941,0.551948052,37
5,-3,50,1882,0.027486257,2.8,7.5,0.058823529,0.772727273,51
8,0,15.5,1733.125,0.016995751,4.875,12,0.094117647,1.25,50
1,1,0,658,0,11,1.5,0.011764706,85,15
8,5,0,1851.875,0.013125,3.125,12,0.094117647,1.619047619,65
3,2,0,1939,0.011877969,4.333333333,4.5,0.035294118,1.789473684,20
6,1,0,1748.166667,0.044308537,6.333333333,9,0.070588235,0.478873239,36
7,2,0,1760.285714,0.052356021,8.571428571,10.5,0.082352941,0.404761905,68
5,-1,0,1630.8,0.044297479,6.6,7.5,0.058823529,0.478873239,31
5,0,3,1710.6,0.043445693,6.4,7.5,0.058823529,0.488505747,27
1,0,0,1872,0.006003002,11,1.5,0.011764706,3.541666667,13
2,-2,0,1851.5,0.058559681,13.5,3,0.023529412,0.361702128,16
7,2,0,1532.571429,0.050773453,5.428571429,10.5,0.082352941,0.417690418,34
5,-1,0,1453.4,0.051122195,9.4,7.5,0.058823529,0.414634146,33
3,-1,58,1134.333333,0.003253723,3.333333333,4.5,0.048387097,1.278350515,3
2,-1,14.5,1953,0.00241627,1,0,0.032258065,1.722222222,3
1,-1,31,1769,0.003187278,5,2.5,0.016129032,1.305263158,0
3,0,24.5,1767,0.002416432,1,7.5,0.048387097,1.722222222,6
3,-1,13,1642.333333,0.002013828,1,5.5,0.048387097,2.066666667,6
3,3,3.5,456,0,3.666666667,4.5,0.048387097,62,2
4,3,2.5,1872,0.001611171,5.25,7.5,0.064516129,2.583333333,8
1,-4,0,1769,0.000939913,4,2.5,0.016129032,4.428571429,4
5,3,0,1664.2,0.000268565,2.8,10.5,0.080645161,15.5,13
2,-1,1.5,1490,0.000268583,4,5,0.032258065,15.5,2
3,1,12,1361.333333,0.000167932,8,5.5,0.048387097,24.8,3
2,-1,16.5,1104,0.00016792,3,3,0.032258065,24.8,0
1,-7,0,1953,0.002550164,36,0,0.016129032,1.631578947,8
2,-1,0,1649,0.000167887,6,4,0.032258065,24.8,1
4,3,48.5,1769,0.003253942,5,9,0.064516129,1.278350515,4
3,2,11.5,1543,0.000167898,1.666666667,6.5,0.048387097,24.8,0
2,1,0,1769,0.003187492,2,3,0.032258065,1.305263158,0
8,6,0,1640.875,0.002483221,2.125,12.5,0.129032258,1.675675676,15
3,1,6,1401.666667,0.000268601,3.333333333,6.5,0.048387097,15.5,1
3,0,10,1769,0.003320588,1.666666667,6.5,0.048387097,1.252525253,6
2,-1,121,1376.5,0.000167943,3,4,0.032258065,24.8,1
1,-1,0,1490,0.000167909,7,1.5,0.016129032,24.8,0
1,0,101,1769,0.003187064,22,2.5,0.016129032,1.305263158,1
3,2,0,1848,0.046595745,28.33333333,0,0.176470588,0.051750381,12
1,-1,127,1728,0.00347715,9,0,0.058823529,0.693877551,28
2,2,147,1605,0,33.5,0,0.117647059,17,51
2,0,3,1728,0.000993612,3.5,0,0.117647059,2.428571429,20
2,0,14,854,0.000993754,5,0,0.117647059,2.428571429,3
1,0,0,1728,0.00943664,13,0,0.058823529,0.255639098,39
4,1,61.5,1848,0.047156432,38.25,0,0.235294118,0.05112782,148
1,0,0,1890,0.019012486,9,0,0.058823529,0.126865672,25
1,0,0,1848,0.026173925,6,0,0.058823529,0.092140921,94
2,-1,0,1947,0.01016018,8,5,0.181818182,0.071661238,4
2,0,0,1947,0.003773835,13,5,0.181818182,0.192982456,0
3,2,0,1947,0.009432713,63.33333333,5,0.272727273,0.077192982,13
2,2,0,1947,0,52.5,5,0.181818182,11,69
1,-1,0,1947,0.003773585,30,2.5,0.090909091,0.192982456,24
1,0,0,1947,0.007745267,21,0,0.090909091,0.094017094,12
5,2,17,1249.4,0.014125108,11,6,0.102040816,1,9
1,-1,0,847,0.00620849,2,2.5,0.020408163,2.279069767,0
2,-1,0,847,0.006210283,0.5,0,0.040816327,2.279069767,0
6,6,4.5,1185.833333,0,13.66666667,8.5,0.12244898,49,2
3,2,1.5,1181.666667,0.006212077,4,0,0.06122449,2.279069767,1
1,-2,3,1291,0.006213873,5,2.5,0.020408163,2.279069767,0
2,-1,7,1407,0,14.5,3.5,0.040816327,49,4
1,0,0,1407,0.008802309,7,0,0.020408163,1.606557377,2
2,-4,0,1349,0.002024291,16,4,0.040816327,7,2
3,1,0,1685,0.014129181,6.666666667,1.5,0.06122449,1,32
1,0,0,1407,0.006206697,11,0,0.020408163,2.279069767,5
3,1,2.5,1261.666667,0.002023706,3.333333333,3.5,0.06122449,7,9
2,-3,0,1407,0.014121037,2.5,5,0.040816327,1,2
3,-3,25,1062,0,6.333333333,4.5,0.06122449,49,2
6,5,29,1403.5,0.009953837,8.833333333,12.5,0.12244898,1.420289855,10
6,4,17.5,1368.333333,0.00072317,3.666666667,14,0.12244898,19.6,7
2,-4,0,1407,0.014133256,7,0,0.040816327,1,0
2,0,23,1922,0.00412844,2,5,0.1,4.444444444,0
4,3,0,1922,0,6,10,0.2,20,3
1,-2,0,1847,0,0,2.5,0.05,20,0
4,0,0,1853.75,0.001378676,13.75,10,0.2,13.33333333,22
1,0,0,1847,0,3,2.5,0.05,20,0
2,-2,0,1922,0.004132231,1.5,5,0.1,4.444444444,0
3,3,0,1847,0,27.66666667,7.5,0.15,20,1
3,1,0,1922,0.004124656,34,7.5,0.15,4.444444444,0
2,1,0,1460.5,0.004288753,10,5,0.666666667,0.048,31
1,1,0,1928,0,9,2.5,0.333333333,3,33
5,5,0,1740.8,0,32.2,12.5,0.454545455,11,58
2,0,0,1932,0,90,5,0.181818182,11,32
1,0,7.5,1932,0.001892214,72,2.5,0.090909091,0.407407407,4
2,-3,0,1932,0,6,5,0.181818182,11,0
1,-1,3,1932,0.001682086,8,2.5,0.090909091,0.458333333,2
1,0,0,750,0.002120257,0,1.5,0.024390244,2.102564103,0
5,5,0,628.2,0,5.6,7.5,0.12195122,41,1
1,-1,0,533,0.002120487,1,1.5,0.024390244,2.102564103,0
1,-2,0,426,0,5,1.5,0.024390244,41,0
2,-1,0,641.5,0.001305057,3.5,3,0.048780488,3.416666667,5
3,0,0,570.6666667,0.001305199,1,4.5,0.073170732,3.416666667,4
3,2,1.5,613,0.001305341,2,4.5,0.073170732,3.416666667,1
3,1,0,497.3333333,0,0.666666667,4.5,0.073170732,41,1
3,2,0,609.6666667,0,3.666666667,4.5,0.073170732,41,3
4,-3,0,617.25,0.001305625,1.25,6,0.097560976,3.416666667,0
7,5,16.5,583,0.00054407,1.571428571,10.5,0.170731707,8.2,8
1,0,0,750,0.002120026,0,1.5,0.024390244,2.102564103,0
1,-3,0,533,0.001305483,3,1.5,0.024390244,3.416666667,0
2,-3,1.5,701.5,0,1,3,0.048780488,41,0
2,1,0,533,0.002119796,1,3,0.048780488,2.102564103,0
2,-1,0,641.5,0.000272064,1.5,3,0.048780488,16.4,1
2,2,5.5,1065.5,0,2.5,5,0.058823529,34,0
7,4,22,1070.428571,0.00011566,0.285714286,17.5,0.205882353,22.66666667,1
3,-6,7.5,1137,0.000115607,1,3,0.088235294,22.66666667,8
9,8,24,1398.666667,0.000115616,23.77777778,10,0.264705882,22.66666667,13
1,0,3,1669,0.000115625,1,2.5,0.029411765,22.66666667,0
3,1,6.5,1133.666667,0,3,7.5,0.088235294,34,3
3,-4,0,1266.666667,0.000115652,0.666666667,7.5,0.088235294,22.66666667,2
1,-4,0,1046,0.000115634,0,2.5,0.029411765,22.66666667,0
5,2,6,1485.4,0.000115643,7.8,10,0.147058824,22.66666667,30
3,3,0,1455,0,12.66666667,0,0.428571429,7,9
3,2,0,1455,0.000407963,5,0,0.428571429,2.8,7
1,-2,0,1455,0.00040803,3,0,0.142857143,2.8,0
4,1,0,1688,0.059275184,18.5,10,0.148148148,0.279792746,1
7,4,7,1603,0.025554187,10.28571429,17.5,0.259259259,0.65060241,15
3,2,13,1782,0.019100431,14.66666667,7.5,0.111111111,0.870967742,9
2,2,57,1810.5,0,49.5,5,0.074074074,27,9
1,0,56.5,1782,0.016954377,11,2.5,0.037037037,0.981818182,2
1,0,0,1821,0.016347933,7,2.5,0.037037037,1.018867925,1
1,-1,5.5,1360,0.010802469,9,2.5,0.037037037,1.542857143,5
1,-3,31,1409,0.037515375,5,2.5,0.037037037,0.442622951,30
4,-3,26,1581.25,0.026461538,12.25,10,0.148148148,0.627906977,18
3,2,0,1488,0.059311616,4,7.5,0.111111111,0.279792746,0
1,1,0,1628,0,854,2.5,1,1,3
3,1,0,1740,0.004746318,314,7.5,0.038961039,1.770114943,0
5,2,0,1796,0.003002839,12.4,12.5,0.064935065,2.8,12
4,0,0,1796,0.004584152,41.25,10,0.051948052,1.833333333,4
3,2,7,1684,0.003003167,4.666666667,7.5,0.038961039,2.8,1
1,-1,0,1796,0.00273045,37,2.5,0.012987013,3.08,1
13,13,2.5,1796,0,56,22,0.168831169,77,41
2,-5,0,1796,0.002730748,22,5,0.025974026,3.08,0
1,-12,0,1796,0.000546508,210,2.5,0.012987013,15.4,2
7,-1,125,1796,0.001256281,14.85714286,12.5,0.090909091,6.695652174,7
8,1,0,1796,0.001092538,79.75,13.5,0.103896104,7.7,3
7,6,35.5,1796,0.001092657,51.28571429,17.5,0.090909091,7.7,0
2,0,9,1796,0.004148472,89,5,0.025974026,2.026315789,2
1,-9,65.5,1796,0.001092777,24,2.5,0.012987013,7.7,0
2,1,0,1796,0.004746835,5.5,5,0.025974026,1.770114943,0
10,9,30.5,1796,0.001092896,103.4,16,0.12987013,7.7,8
4,2,0,1796,0.004420915,14,10,0.051948052,1.901234568,4
2,-3,0,1796,0.003821378,7,5,0.025974026,2.2,2
1,-2,0,1878,0.0047458,26,0,0.012987013,1.770114943,12
1,-3,11.5,1628,0.004747353,72,2.5,0.012987013,1.770114943,0
1,0,0,983,0,1,2.5,0.5,2,0
1,1,0,770,0,1,2.5,0.5,2,0
1,1,0,1774,0,3,1.5,0.25,4,162
3,2,9.5,375,0.023294509,3,4.5,0.75,0.013605442,4
7,7,6,1526.428571,0,11.42857143,12,0.368421053,19,7
1,0,18,1490,0.0014855,5,2.5,0.052631579,0.826086957,2
1,-3,0,1687,9.69E-05,21,1.5,0.052631579,12.66666667,0
3,2,0,1555.333333,9.69E-05,37.33333333,2.5,0.157894737,12.66666667,162
1,0,0,1649,0.000613655,21,2.5,0.052631579,2,2
1,-2,0,1649,0.000452196,3,2.5,0.052631579,2.714285714,1
1,0,30,1649,0.000839685,21,2.5,0.052631579,1.461538462,5
4,-3,0,1421.75,0,10.5,7.5,0.210526316,19,1
2,2,0,1476,0,1,3,1,2,1
7,-3,0,1208.142857,1.681818182,4.857142857,7,0.031818182,5.945945946,7
13,9,1.5,1063.461538,2.142857143,8.307692308,14.5,0.059090909,7.333333333,8
5,-3,0,1382.6,1.815789474,4.8,6.5,0.022727273,6.376811594,9
4,-6,4,883.75,2.307692308,2.5,5.5,0.018181818,7.333333333,0
10,-3,3.5,948.2,2.166666667,8.2,10,0.045454545,8.461538462,21
2,2,6,822.5,0,5,2,0.009090909,220,0
13,5,0,1511.538462,2.363636364,3.384615385,13,0.059090909,8.461538462,1
28,26,24,1798.714286,4.5,6.607142857,28,0.127272727,24.44444444,33
8,-10,0,1522.375,2.6,5.625,8,0.036363636,8.461538462,10
18,12,0,1345.833333,2.888888889,26.61111111,18,0.081818182,8.461538462,24
6,-14,0,1077.5,3.25,25.66666667,6,0.027272727,8.461538462,4
2,0,0,1901,0,1.5,2,0.009090909,220,8
14,-14,0,1325.428571,4.833333333,4,14,0.063636364,15.17241379,11
5,-9,0,761,1.875,4.4,8,0.022727273,7.333333333,4
6,3,26,1543,4.166666667,23.5,6,0.027272727,8.8,11
10,9,0,1811,1.761904762,11,10,0.045454545,5.945945946,17
3,-4,5.5,1543,3.4,18,3,0.013636364,12.94117647,19
16,11,0,1610.125,1.764705882,4.125,25,0.072727273,7.333333333,47
14,1,0,876.9285714,2,11.35714286,14.5,0.063636364,7.333333333,3
20,14,9.5,1496.55,3.714285714,21.1,20,0.090909091,8.461538462,5
8,-8,1,973.25,1.916666667,0.875,12.5,0.036363636,6.376811594,5
7,-7,0,1393.285714,3.625,0.714285714,13,0.031818182,15.17241379,8
1,-4,0,1811,1.775,0,1,0.004545455,6.197183099,1
2,2,26.5,1514,0,2.5,4,1,2,2
1,-1,1.5,964,0.000234944,1,0,0.027027027,12.33333333,0
4,1,0,964,0.000117546,4.25,0,0.108108108,24.66666667,0
3,2,0,964,0.000234999,6.333333333,0,0.081081081,12.33333333,0
3,2,3,882,0.000117555,2.333333333,0,0.081081081,24.66666667,0
1,-3,3,964,0.000117564,9,0,0.027027027,24.66666667,0
3,3,4.5,964,0,5.666666667,0,0.081081081,37,0
4,3,0,964,0.000117573,1.75,0,0.108108108,24.66666667,2
1,-2,4,964,0,6,0,0.027027027,37,1
1,-1,0,964,0.000117583,2,0,0.027027027,24.66666667,0
2,0,0,964,0.000117592,3,0,0.054054054,24.66666667,0
2,1,0,964,0.00011761,0.5,0,0.054054054,24.66666667,0
4,3,0,964,0.000235054,4.25,0,0.108108108,12.33333333,0
2,1,0,964,0.000234962,3,0,0.054054054,12.33333333,0
2,0,0,964,0.000117601,3.5,0,0.054054054,24.66666667,0
1,-3,0,964,0.000235036,4,0,0.027027027,12.33333333,0
1,-3,0,964,0.000117536,5,0,0.027027027,24.66666667,1
1,0,0,964,0.000235018,2,0,0.027027027,12.33333333,0
1,-2,0,964,0.000234981,2,0,0.027027027,12.33333333,0
1,0,36.5,803,0,1,2.5,0.2,5,0
1,1,7.5,803,0,0,2.5,0.2,5,0
3,2,267.5,181,0,1.333333333,7.5,0.6,5,0
1,1,0,159,0,17,1,1,1,0
1,0,40,1393,0.008170888,2,2.5,0.012820513,1.114285714,0
3,1,250.5,1757,0.005957944,3.666666667,7.5,0.038461538,1.529411765,3
2,-3,12.5,1563.5,0.006480617,9.5,5,0.025641026,1.405405405,7
2,-3,0,1611,0.005491296,3,2,0.025641026,1.659574468,3
5,-1,0,1493,0.005491937,5.4,12.5,0.064102564,1.659574468,12
4,4,14,1229.5,0,1.5,4,0.051282051,78,6
6,3,21.5,1574.666667,0.004616104,5.666666667,12,0.076923077,1.974683544,16
3,2,4.5,1447,0.000233973,4,3,0.038461538,39,2
3,1,3,1393,0.004324451,7,7.5,0.038461538,2.108108108,4
2,-3,15.5,1393,0.004324956,6.5,3,0.025641026,2.108108108,2
5,4,64.5,1420.6,0.004325462,3.8,5,0.064102564,2.108108108,5
1,-5,57,1334,0.000234,1,1,0.012820513,39,0
3,0,42.5,1447,0.000526377,4,4.5,0.038461538,17.33333333,3
1,-7,64,1393,0.001929373,11,1,0.012820513,4.727272727,5
1,-7,324,1948,0.008171842,6,0,0.012820513,1.114285714,0
8,4,21.5,1375.25,0.001929599,1.75,8,0.102564103,4.727272727,21
1,0,0,1740,0.006131745,7,0,0.012820513,1.485714286,2
1,-2,0,1798,0.006132461,1,2.5,0.012820513,1.485714286,0
1,0,5.5,1334,0.002922951,6,2.5,0.012820513,3.12,6
2,1,65.5,1698,0.008169935,4,3,0.025641026,1.114285714,8
6,2,30,1258.5,0.000234028,3,6,0.076923077,39,7
5,4,61,1896,0.006481373,4,7.5,0.064102564,1.405405405,9
4,1,25,1521,0.000526316,2.5,4,0.051282051,17.33333333,10
8,6,64,1418.625,0.007647402,3.875,14.5,0.102564103,1.190839695,7
6,6,0,1524,0,22.66666667,0,1,6,116
4,1,3,1494.25,0.001270358,0.5,8,0.06779661,3.025641026,0
5,5,43,1460.2,0,2.2,7.5,0.084745763,59,4
3,-2,8,1762.333333,0.001270441,0,5.5,0.050847458,3.025641026,1
5,1,82.5,1363.6,0.001270524,14,7.5,0.084745763,3.025641026,4
4,-11,69,1450,0.001107708,22.75,6,0.06779661,3.470588235,4
15,13,26.5,1309,0.000944872,11,22.5,0.254237288,4.068965517,18
6,1,27.5,1337,6.52E-05,12.83333333,9,0.101694915,59,3
2,-11,0,1591,6.52E-05,1,3,0.033898305,59,1
2,0,3,1601,6.52E-05,3.5,3,0.033898305,59,11
13,7,12.5,1099.384615,6.52E-05,10.38461538,22.5,0.220338983,59,6
1,-2,0,690,0.005847485,1,1,0.04,0.684931507,0
3,1,0,773,0.005848422,0.333333333,4,0.12,0.684931507,0
2,-7,22,246,0.005849359,4,3,0.08,0.684931507,0
9,6,7,790.3333333,0.005289309,16.22222222,13.5,0.36,0.757575758,13
4,2,0,1703.75,0.001443233,19.5,6,0.16,2.777777778,21
3,2,3,1786.666667,0.002564925,108.3333333,4.5,0.12,1.5625,25
2,2,0,1654,0,10,3,0.08,25,7
1,-3,0,1654,0.002084335,9,1.5,0.04,1.923076923,2
9,8,0,1457,0.000254842,9.666666667,13.5,0.108433735,23.71428571,16
1,-20,0,1122,0,6,1.5,0.012048193,83,2
13,-1,0,1358.307692,0,6.923076923,19.5,0.156626506,83,7
14,7,52.5,1300.642857,0,6.357142857,21,0.168674699,83,5
21,8,21,1170.571429,0,3.619047619,31.5,0.253012048,83,5
1,-2,0,1812,0.000728014,62,1.5,0.012048193,8.3,1
5,0,20,1277.2,0.001200961,328.4,7.5,0.060240964,5.03030303,18
2,1,0,1812,0.000837155,13.5,3,0.024096386,7.217391304,5
3,-6,37,1812,0.000618857,6,4.5,0.036144578,9.764705882,3
2,-3,32,905,0.001382824,35.5,3,0.024096386,4.368421053,6
7,7,20,1382,0,2.714285714,10.5,0.084337349,83,0
5,3,31.5,951.4,0.001201048,13.8,7.5,0.060240964,5.03030303,5
1,-2,43,1919,0.018369746,12,0,0.041666667,0.128,4
3,0,41.5,1919,0.017440721,8.333333333,2.5,0.125,0.134831461,15
3,0,60.5,1919,0.016805488,33.66666667,0,0.125,0.139941691,36
3,1,130.5,1919,0.016513132,6.333333333,5,0.125,0.142433234,8
2,0,349,1919,0.009261982,18,2.5,0.083333333,0.253968254,55
2,1,55.5,1919,0.00901784,8,5,0.083333333,0.260869565,7
1,1,31.5,1919,0,4,2.5,0.041666667,24,2
4,3,95,1919,0.005098039,24,2.5,0.166666667,0.461538462,82
1,0,289.5,1919,0.000196098,25,0,0.041666667,12,28
